Año,Mes,Nacionalidad,Femenino,Masculino,Indefinido,Total,Nueva columna georreferenciada
2012,Enero,Islas Alboran y Perejil,1,0,,1,POINT (4697157 -74140516)
2012,Enero,Albania,1,2,,3,POINT (4697157 -74140516)
2012,Enero,Alemania,11,16,,27,POINT (-4191162 -69941498)
2012,Enero,Alemania,1,1,,2,POINT (0.33002 -76876446)
2012,Enero,Alemania,63,102,,165,POINT (0.81488 -77356)
2012,Enero,Alemania,22,23,,45,POINT (10406342 -75527794)
2012,Enero,Alemania,27,48,,75,POINT (10446304 -75516486)
2012,Enero,Alemania,7,4,,11,POINT (10886686 -74776479)
2012,Enero,Alemania,1,1,,2,POINT (11247723 -74213989)
2012,Enero,Alemania,8,21,,29,POINT (11360029 -72129595)
2012,Enero,Alemania,6,7,,13,POINT (125862 -81702165)
2012,Enero,Alemania,1,1,,2,POINT (133387613 -81372937)
2012,Enero,Alemania,25,49,,74,POINT (3451668 -76532004)
2012,Enero,Alemania,0,1,,1,POINT (3884426 -77061029)
2012,Enero,Alemania,1182,2025,,3207,POINT (4697157 -74140516)
2012,Enero,Alemania,30,97,,127,POINT (6170465 -7542726)
2012,Enero,Alemania,1,0,,1,POINT (6185536 -67484028)
2012,Enero,Alemania,0,2,,2,POINT (7128047 -73181317)
2012,Enero,Alemania,3,15,,18,POINT (7819 -72453013)
2012,Enero,Alemania,0,1,,1,POINT (7927233 -72508188)
2012,Enero,Alemania,8,25,,33,POINT (863337 -7735002)
2012,Enero,Andorra,6,11,,17,POINT (4697157 -74140516)
2012,Enero,Angola,1,1,,2,POINT (4697157 -74140516)
2012,Enero,Antigua y Barbuda,1,1,,2,POINT (10446304 -75516486)
2012,Enero,Países Bajos,1,2,,3,POINT (6170465 -7542726)
2012,Enero,Argelia,3,2,,5,POINT (4697157 -74140516)
2012,Enero,Argelia,0,2,,2,POINT (6170465 -7542726)
2012,Enero,Argentina,6,15,,21,POINT (-4191162 -69941498)
2012,Enero,Argentina,0,1,,1,POINT (0.33002 -76876446)
2012,Enero,Argentina,254,355,,609,POINT (0.81488 -77356)
2012,Enero,Argentina,1,0,,1,POINT (1800143 -78802679)
2012,Enero,Argentina,93,68,,161,POINT (10406342 -75527794)
2012,Enero,Argentina,568,412,,980,POINT (10446304 -75516486)
2012,Enero,Argentina,23,35,,58,POINT (10886686 -74776479)
2012,Enero,Argentina,0,1,,1,POINT (11247723 -74213989)
2012,Enero,Argentina,65,70,,135,POINT (11360029 -72129595)
2012,Enero,Argentina,1,1,,2,POINT (1152863 -72919186)
2012,Enero,Argentina,186,128,,314,POINT (125862 -81702165)
2012,Enero,Argentina,48,61,,109,POINT (3451668 -76532004)
2012,Enero,Argentina,4315,4691,,9006,POINT (4697157 -74140516)
2012,Enero,Argentina,4,7,,11,POINT (4815189 -75736374)
2012,Enero,Argentina,94,155,,249,POINT (6170465 -7542726)
2012,Enero,Argentina,0,1,,1,POINT (7088729 -70740253)
2012,Enero,Argentina,0,3,,3,POINT (7128047 -73181317)
2012,Enero,Argentina,25,50,,75,POINT (7819 -72453013)
2012,Enero,Argentina,1,1,,2,POINT (7927233 -72508188)
2012,Enero,Argentina,12,27,,39,POINT (863337 -7735002)
2012,Enero,Aruba,0,1,,1,POINT (3451668 -76532004)
2012,Enero,Aruba,0,1,,1,POINT (4697157 -74140516)
2012,Enero,Australia,4,14,,18,POINT (-4191162 -69941498)
2012,Enero,Australia,29,58,,87,POINT (0.81488 -77356)
2012,Enero,Australia,14,30,,44,POINT (10406342 -75527794)
2012,Enero,Australia,31,51,,82,POINT (10446304 -75516486)
2012,Enero,Australia,3,7,,10,POINT (10886686 -74776479)
2012,Enero,Australia,1,2,,3,POINT (11247723 -74213989)
2012,Enero,Australia,4,6,,10,POINT (11360029 -72129595)
2012,Enero,Australia,0,1,,1,POINT (125862 -81702165)
2012,Enero,Australia,3,1,,4,POINT (133387613 -81372937)
2012,Enero,Australia,11,21,,32,POINT (3451668 -76532004)
2012,Enero,Australia,0,1,,1,POINT (445285 -75766353)
2012,Enero,Australia,241,400,,641,POINT (4697157 -74140516)
2012,Enero,Australia,1,1,,2,POINT (4815189 -75736374)
2012,Enero,Australia,30,70,,100,POINT (6170465 -7542726)
2012,Enero,Australia,0,1,,1,POINT (6185536 -67484028)
2012,Enero,Australia,1,4,,5,POINT (7819 -72453013)
2012,Enero,Australia,1,1,,2,POINT (7927233 -72508188)
2012,Enero,Australia,5,9,,14,POINT (863337 -7735002)
2012,Enero,Austria,4,6,,10,POINT (-4191162 -69941498)
2012,Enero,Austria,3,7,,10,POINT (0.81488 -77356)
2012,Enero,Austria,4,4,,8,POINT (10406342 -75527794)
2012,Enero,Austria,6,4,,10,POINT (10446304 -75516486)
2012,Enero,Austria,1,1,,2,POINT (10886686 -74776479)
2012,Enero,Austria,0,2,,2,POINT (11360029 -72129595)
2012,Enero,Austria,3,7,,10,POINT (3451668 -76532004)
2012,Enero,Austria,124,284,,408,POINT (4697157 -74140516)
2012,Enero,Austria,6,8,,14,POINT (6170465 -7542726)
2012,Enero,Austria,0,1,,1,POINT (6222552 -77401154)
2012,Enero,Austria,0,1,,1,POINT (7819 -72453013)
2012,Enero,Austria,0,3,,3,POINT (863337 -7735002)
2012,Enero,Azerbaiyán,0,1,,1,POINT (0.81488 -77356)
2012,Enero,Azerbaiyán,1,1,,2,POINT (4697157 -74140516)
2012,Enero,Bahamas,2,3,,5,POINT (4697157 -74140516)
2012,Enero,Bahamas,0,2,,2,POINT (6170465 -7542726)
2012,Enero,Bahréin,0,1,,1,POINT (4697157 -74140516)
2012,Enero,Bangladesh,0,1,,1,POINT (4697157 -74140516)
2012,Enero,Barbados,1,0,,1,POINT (10446304 -75516486)
2012,Enero,Barbados,2,3,,5,POINT (4697157 -74140516)
2012,Enero,República de Belarús,0,1,,1,POINT (10446304 -75516486)
2012,Enero,República de Belarús,1,1,,2,POINT (4697157 -74140516)
2012,Enero,Bélgica,2,3,,5,POINT (-4191162 -69941498)
2012,Enero,Bélgica,1,1,,2,POINT (0.33002 -76876446)
2012,Enero,Bélgica,14,14,,28,POINT (0.81488 -77356)
2012,Enero,Bélgica,1,2,,3,POINT (10406342 -75527794)
2012,Enero,Bélgica,2,8,,10,POINT (10446304 -75516486)
2012,Enero,Bélgica,0,3,,3,POINT (10886686 -74776479)
2012,Enero,Bélgica,0,3,,3,POINT (11360029 -72129595)
2012,Enero,Bélgica,0,2,,2,POINT (133387613 -81372937)
2012,Enero,Bélgica,7,23,,30,POINT (3451668 -76532004)
2012,Enero,Bélgica,137,304,,441,POINT (4697157 -74140516)
2012,Enero,Bélgica,4,11,,15,POINT (6170465 -7542726)
2012,Enero,Bélgica,0,1,,1,POINT (6185536 -67484028)
2012,Enero,Bélgica,4,3,,7,POINT (7819 -72453013)
2012,Enero,Bélgica,0,2,,2,POINT (863337 -7735002)
2012,Enero,Belice,3,0,,3,POINT (11360029 -72129595)
2012,Enero,Belice,0,1,,1,POINT (3451668 -76532004)
2012,Enero,Belice,5,7,,12,POINT (4697157 -74140516)
2012,Enero,Belice,0,2,,2,POINT (6170465 -7542726)
2012,Enero,Belice,1,1,,2,POINT (7128047 -73181317)
2012,Enero,Bermudas/Territorio Británico de Ultramar,0,2,,2,POINT (3451668 -76532004)
2012,Enero,Bolivia,19,25,,44,POINT (0.81488 -77356)
2012,Enero,Bolivia,4,3,,7,POINT (10406342 -75527794)
2012,Enero,Bolivia,6,15,,21,POINT (10446304 -75516486)
2012,Enero,Bolivia,0,1,,1,POINT (10886686 -74776479)
2012,Enero,Bolivia,8,10,,18,POINT (125862 -81702165)
2012,Enero,Bolivia,20,18,,38,POINT (3451668 -76532004)
2012,Enero,Bolivia,330,416,,746,POINT (4697157 -74140516)
2012,Enero,Bolivia,0,2,,2,POINT (4815189 -75736374)
2012,Enero,Bolivia,16,19,,35,POINT (6170465 -7542726)
2012,Enero,Bolivia,1,3,,4,POINT (7819 -72453013)
2012,Enero,Bosnia y Herzegovina,0,1,,1,POINT (4697157 -74140516)
2012,Enero,Botsuana,0,1,,1,POINT (4697157 -74140516)
2012,Enero,Brasil,94,111,,205,POINT (-4191162 -69941498)
2012,Enero,Brasil,0,1,,1,POINT (0.33002 -76876446)
2012,Enero,Brasil,17,35,,52,POINT (0.81488 -77356)
2012,Enero,Brasil,51,39,,90,POINT (10406342 -75527794)
2012,Enero,Brasil,82,90,,172,POINT (10446304 -75516486)
2012,Enero,Brasil,8,23,,31,POINT (10886686 -74776479)
2012,Enero,Brasil,21,27,,48,POINT (11360029 -72129595)
2012,Enero,Brasil,6,15,,21,POINT (125862 -81702165)
2012,Enero,Brasil,26,50,,76,POINT (3451668 -76532004)
2012,Enero,Brasil,0,1,,1,POINT (445285 -75766353)
2012,Enero,Brasil,3820,4946,,8766,POINT (4697157 -74140516)
2012,Enero,Brasil,22,114,,136,POINT (4815189 -75736374)
2012,Enero,Brasil,60,93,,153,POINT (6170465 -7542726)
2012,Enero,Brasil,1,1,,2,POINT (6185536 -67484028)
2012,Enero,Brasil,3,4,,7,POINT (7088729 -70740253)
2012,Enero,Brasil,1,1,,2,POINT (7128047 -73181317)
2012,Enero,Brasil,19,25,,44,POINT (7819 -72453013)
2012,Enero,Brasil,0,2,,2,POINT (7927233 -72508188)
2012,Enero,Brasil,0,1,,1,POINT (863337 -7735002)
2012,Enero,Bulgaria,1,3,,4,POINT (10446304 -75516486)
2012,Enero,Bulgaria,0,1,,1,POINT (11247723 -74213989)
2012,Enero,Bulgaria,1,1,,2,POINT (3451668 -76532004)
2012,Enero,Bulgaria,6,8,,14,POINT (4697157 -74140516)
2012,Enero,Burkina Faso,1,0,,1,POINT (4697157 -74140516)
2012,Enero,Islas Caimán/Territorio Británico de Ultramar,0,6,,6,POINT (125862 -81702165)
2012,Enero,Islas Caimán/Territorio Británico de Ultramar,1,1,,2,POINT (3451668 -76532004)
2012,Enero,Islas Caimán/Territorio Británico de Ultramar,1,1,,2,POINT (4697157 -74140516)
2012,Enero,Camerún,1,2,,3,POINT (4697157 -74140516)
2012,Enero,Canadá,7,14,,21,POINT (-4191162 -69941498)
2012,Enero,Canadá,23,41,,64,POINT (0.81488 -77356)
2012,Enero,Canadá,8,19,,27,POINT (10406342 -75527794)
2012,Enero,Canadá,1237,1252,,2489,POINT (10446304 -75516486)
2012,Enero,Canadá,5,16,,21,POINT (10886686 -74776479)
2012,Enero,Canadá,1,0,,1,POINT (11247723 -74213989)
2012,Enero,Canadá,6,7,,13,POINT (11360029 -72129595)
2012,Enero,Canadá,2,3,,5,POINT (125744111 -81703935)
2012,Enero,Canadá,600,568,,1168,POINT (125862 -81702165)
2012,Enero,Canadá,0,1,,1,POINT (133387613 -81372937)
2012,Enero,Canadá,42,52,,94,POINT (3451668 -76532004)
2012,Enero,Canadá,8,15,,23,POINT (445285 -75766353)
2012,Enero,Canadá,730,1402,,2132,POINT (4697157 -74140516)
2012,Enero,Canadá,4,6,,10,POINT (4815189 -75736374)
2012,Enero,Canadá,102,215,,317,POINT (6170465 -7542726)
2012,Enero,Canadá,1,4,,5,POINT (7128047 -73181317)
2012,Enero,Canadá,5,9,,14,POINT (7819 -72453013)
2012,Enero,Canadá,1,7,,8,POINT (7927233 -72508188)
2012,Enero,Canadá,3,13,,16,POINT (863337 -7735002)
2012,Enero,Chad,0,2,,2,POINT (4697157 -74140516)
2012,Enero,España,1,0,,1,POINT (0.33002 -76876446)
2012,Enero,España,14,27,,41,POINT (0.81488 -77356)
2012,Enero,España,10,14,,24,POINT (10446304 -75516486)
2012,Enero,España,3,11,,14,POINT (10886686 -74776479)
2012,Enero,España,0,1,,1,POINT (11247723 -74213989)
2012,Enero,España,0,1,,1,POINT (11360029 -72129595)
2012,Enero,España,0,1,,1,POINT (125744111 -81703935)
2012,Enero,España,4,4,,8,POINT (125862 -81702165)
2012,Enero,España,56,120,,176,POINT (3451668 -76532004)
2012,Enero,España,1,0,,1,POINT (445285 -75766353)
2012,Enero,España,192,397,,589,POINT (4697157 -74140516)
2012,Enero,España,3,3,,6,POINT (4815189 -75736374)
2012,Enero,España,32,65,,97,POINT (6170465 -7542726)
2012,Enero,España,1,0,,1,POINT (7088729 -70740253)
2012,Enero,España,3,1,,4,POINT (7819 -72453013)
2012,Enero,España,1,3,,4,POINT (7927233 -72508188)
2012,Enero,República Democrática del Congo,0,1,,1,POINT (3451668 -76532004)
2012,Enero,República Democrática del Congo,0,2,,2,POINT (4697157 -74140516)
2012,Enero,República de Corea,4,5,,9,POINT (0.81488 -77356)
2012,Enero,República de Corea,2,2,,4,POINT (10406342 -75527794)
2012,Enero,República de Corea,4,19,,23,POINT (10446304 -75516486)
2012,Enero,República de Corea,0,1,,1,POINT (10886686 -74776479)
2012,Enero,República de Corea,0,6,,6,POINT (3451668 -76532004)
2012,Enero,República de Corea,126,290,,416,POINT (4697157 -74140516)
2012,Enero,República de Corea,9,15,,24,POINT (6170465 -7542726)
2012,Enero,República de Corea,0,1,,1,POINT (7819 -72453013)
2012,Enero,República de Corea,0,1,,1,POINT (7927233 -72508188)
2012,Enero,República de Corea,0,4,,4,POINT (863337 -7735002)
2012,Enero,Costa de Marfil,1,1,,2,POINT (4697157 -74140516)
2012,Enero,Costa Rica,6,12,,18,POINT (0.81488 -77356)
2012,Enero,Costa Rica,0,1,,1,POINT (10406342 -75527794)
2012,Enero,Costa Rica,48,48,,96,POINT (10446304 -75516486)
2012,Enero,Costa Rica,20,21,,41,POINT (10886686 -74776479)
2012,Enero,Costa Rica,0,2,,2,POINT (11247723 -74213989)
2012,Enero,Costa Rica,0,2,,2,POINT (11360029 -72129595)
2012,Enero,Costa Rica,432,342,,774,POINT (125862 -81702165)
2012,Enero,Costa Rica,26,46,,72,POINT (3451668 -76532004)
2012,Enero,Costa Rica,307,480,,787,POINT (4697157 -74140516)
2012,Enero,Costa Rica,1,6,,7,POINT (4815189 -75736374)
2012,Enero,Costa Rica,115,132,,247,POINT (6170465 -7542726)
2012,Enero,Costa Rica,3,4,,7,POINT (7128047 -73181317)
2012,Enero,Costa Rica,1,7,,8,POINT (7819 -72453013)
2012,Enero,Costa Rica,1,2,,3,POINT (7927233 -72508188)
2012,Enero,Costa Rica,0,2,,2,POINT (863337 -7735002)
2012,Enero,Croacia,0,2,,2,POINT (0.81488 -77356)
2012,Enero,Croacia,0,1,,1,POINT (10406342 -75527794)
2012,Enero,Croacia,2,0,,2,POINT (10446304 -75516486)
2012,Enero,Croacia,1,0,,1,POINT (3451668 -76532004)
2012,Enero,Croacia,7,14,,21,POINT (4697157 -74140516)
2012,Enero,Croacia,1,0,,1,POINT (6170465 -7542726)
2012,Enero,Croacia,0,1,,1,POINT (7927233 -72508188)
2012,Enero,Cuba,1,2,,3,POINT (0.81488 -77356)
2012,Enero,Cuba,14,18,,32,POINT (10446304 -75516486)
2012,Enero,Cuba,6,6,,12,POINT (10886686 -74776479)
2012,Enero,Cuba,1,3,,4,POINT (11360029 -72129595)
2012,Enero,Cuba,1,0,,1,POINT (125862 -81702165)
2012,Enero,Cuba,30,37,,67,POINT (3451668 -76532004)
2012,Enero,Cuba,0,1,,1,POINT (445285 -75766353)
2012,Enero,Cuba,104,174,,278,POINT (4697157 -74140516)
2012,Enero,Cuba,0,2,,2,POINT (4815189 -75736374)
2012,Enero,Cuba,13,14,,27,POINT (6170465 -7542726)
2012,Enero,Cuba,0,3,,3,POINT (7128047 -73181317)
2012,Enero,Cuba,0,11,,11,POINT (7819 -72453013)
2012,Enero,Cuba,2,11,,13,POINT (7927233 -72508188)
2012,Enero,Curazao,0,1,,1,POINT (4697157 -74140516)
2012,Enero,Curazao,1,0,,1,POINT (6170465 -7542726)
2012,Enero,República Checa,0,2,,2,POINT (-4191162 -69941498)
2012,Enero,República Checa,1,4,,5,POINT (0.81488 -77356)
2012,Enero,República Checa,1,7,,8,POINT (10446304 -75516486)
2012,Enero,República Checa,1,2,,3,POINT (11360029 -72129595)
2012,Enero,República Checa,1,0,,1,POINT (3451668 -76532004)
2012,Enero,República Checa,40,50,,90,POINT (4697157 -74140516)
2012,Enero,República Checa,2,3,,5,POINT (6170465 -7542726)
2012,Enero,República Checa,1,4,,5,POINT (7819 -72453013)
2012,Enero,República Checa,0,1,,1,POINT (863337 -7735002)
2012,Enero,Chile,2,3,,5,POINT (-4191162 -69941498)
2012,Enero,Chile,2,2,,4,POINT (0.33002 -76876446)
2012,Enero,Chile,69,97,,166,POINT (0.81488 -77356)
2012,Enero,Chile,59,36,,95,POINT (10406342 -75527794)
2012,Enero,Chile,53,58,,111,POINT (10446304 -75516486)
2012,Enero,Chile,2,19,,21,POINT (10886686 -74776479)
2012,Enero,Chile,9,9,,18,POINT (11360029 -72129595)
2012,Enero,Chile,3,2,,5,POINT (125744111 -81703935)
2012,Enero,Chile,38,28,,66,POINT (125862 -81702165)
2012,Enero,Chile,33,53,,86,POINT (3451668 -76532004)
2012,Enero,Chile,1889,2816,,4705,POINT (4697157 -74140516)
2012,Enero,Chile,0,3,,3,POINT (4815189 -75736374)
2012,Enero,Chile,71,122,,193,POINT (6170465 -7542726)
2012,Enero,Chile,0,1,,1,POINT (7088729 -70740253)
2012,Enero,Chile,0,2,,2,POINT (7128047 -73181317)
2012,Enero,Chile,19,26,,45,POINT (7819 -72453013)
2012,Enero,Chile,0,1,,1,POINT (7927233 -72508188)
2012,Enero,Chile,2,0,,2,POINT (863337 -7735002)
2012,Enero,China,0,2,,2,POINT (-4191162 -69941498)
2012,Enero,China,3,2,,5,POINT (0.81488 -77356)
2012,Enero,China,0,1,,1,POINT (10406342 -75527794)
2012,Enero,China,2,0,,2,POINT (10446304 -75516486)
2012,Enero,China,1,0,,1,POINT (10886686 -74776479)
2012,Enero,China,1,1,,2,POINT (125862 -81702165)
2012,Enero,China,1,9,,10,POINT (3451668 -76532004)
2012,Enero,China,97,237,,334,POINT (4697157 -74140516)
2012,Enero,China,7,10,,17,POINT (6170465 -7542726)
2012,Enero,China,1,0,,1,POINT (7819 -72453013)
2012,Enero,China,0,2,,2,POINT (863337 -7735002)
2012,Enero,Taiwán,1,1,,2,POINT (0.81488 -77356)
2012,Enero,Taiwán,2,3,,5,POINT (10446304 -75516486)
2012,Enero,Taiwán,0,2,,2,POINT (10886686 -74776479)
2012,Enero,Taiwán,2,1,,3,POINT (3451668 -76532004)
2012,Enero,Taiwán,29,28,,57,POINT (4697157 -74140516)
2012,Enero,Taiwán,0,1,,1,POINT (4815189 -75736374)
2012,Enero,Taiwán,5,3,,8,POINT (6170465 -7542726)
2012,Enero,Taiwán,2,1,,3,POINT (7128047 -73181317)
2012,Enero,Taiwán,1,0,,1,POINT (7819 -72453013)
2012,Enero,Chipre,1,2,,3,POINT (4697157 -74140516)
2012,Enero,Dinamarca,5,4,,9,POINT (0.81488 -77356)
2012,Enero,Dinamarca,3,4,,7,POINT (10406342 -75527794)
2012,Enero,Dinamarca,3,5,,8,POINT (10446304 -75516486)
2012,Enero,Dinamarca,0,2,,2,POINT (10886686 -74776479)
2012,Enero,Dinamarca,1,1,,2,POINT (11360029 -72129595)
2012,Enero,Dinamarca,1,14,,15,POINT (3451668 -76532004)
2012,Enero,Dinamarca,56,133,,189,POINT (4697157 -74140516)
2012,Enero,Dinamarca,0,1,,1,POINT (4815189 -75736374)
2012,Enero,Dinamarca,3,5,,8,POINT (6170465 -7542726)
2012,Enero,Dinamarca,0,2,,2,POINT (7819 -72453013)
2012,Enero,Dominica,1,5,,6,POINT (4697157 -74140516)
2012,Enero,Ecuador,0,1,,1,POINT (-4191162 -69941498)
2012,Enero,Ecuador,12,43,,55,POINT (0.33002 -76876446)
2012,Enero,Ecuador,796,1307,,2103,POINT (0.81488 -77356)
2012,Enero,Ecuador,3,3,,6,POINT (1800143 -78802679)
2012,Enero,Ecuador,8,48,,56,POINT (10406342 -75527794)
2012,Enero,Ecuador,7,14,,21,POINT (10446304 -75516486)
2012,Enero,Ecuador,4,9,,13,POINT (10886686 -74776479)
2012,Enero,Ecuador,12,11,,23,POINT (11360029 -72129595)
2012,Enero,Ecuador,1,2,,3,POINT (125862 -81702165)
2012,Enero,Ecuador,262,352,,614,POINT (3451668 -76532004)
2012,Enero,Ecuador,1,1,,2,POINT (445285 -75766353)
2012,Enero,Ecuador,1462,2292,,3754,POINT (4697157 -74140516)
2012,Enero,Ecuador,1,5,,6,POINT (4815189 -75736374)
2012,Enero,Ecuador,375,617,,992,POINT (6170465 -7542726)
2012,Enero,Ecuador,0,1,,1,POINT (7088729 -70740253)
2012,Enero,Ecuador,119,187,,306,POINT (7819 -72453013)
2012,Enero,Ecuador,5,1,,6,POINT (7927233 -72508188)
2012,Enero,Egipto,0,9,,9,POINT (4697157 -74140516)
2012,Enero,El Salvador,0,1,,1,POINT (0.81488 -77356)
2012,Enero,El Salvador,1,0,,1,POINT (10406342 -75527794)
2012,Enero,El Salvador,4,7,,11,POINT (10446304 -75516486)
2012,Enero,El Salvador,1,4,,5,POINT (10886686 -74776479)
2012,Enero,El Salvador,1,0,,1,POINT (11360029 -72129595)
2012,Enero,El Salvador,1,2,,3,POINT (125862 -81702165)
2012,Enero,El Salvador,9,13,,22,POINT (3451668 -76532004)
2012,Enero,El Salvador,0,1,,1,POINT (3884426 -77061029)
2012,Enero,El Salvador,342,474,,816,POINT (4697157 -74140516)
2012,Enero,El Salvador,0,5,,5,POINT (4815189 -75736374)
2012,Enero,El Salvador,12,35,,47,POINT (6170465 -7542726)
2012,Enero,El Salvador,0,1,,1,POINT (6222552 -77401154)
2012,Enero,El Salvador,0,6,,6,POINT (7128047 -73181317)
2012,Enero,El Salvador,2,5,,7,POINT (7819 -72453013)
2012,Enero,España,1,3,,4,POINT (-4191162 -69941498)
2012,Enero,España,10,18,,28,POINT (0.81488 -77356)
2012,Enero,España,8,10,,18,POINT (10406342 -75527794)
2012,Enero,España,21,50,,71,POINT (10446304 -75516486)
2012,Enero,España,0,10,,10,POINT (10886686 -74776479)
2012,Enero,España,4,13,,17,POINT (11360029 -72129595)
2012,Enero,España,0,1,,1,POINT (125744111 -81703935)
2012,Enero,España,10,6,,16,POINT (125862 -81702165)
2012,Enero,España,168,288,,456,POINT (3451668 -76532004)
2012,Enero,España,2,2,,4,POINT (445285 -75766353)
2012,Enero,España,1722,3810,,5532,POINT (4697157 -74140516)
2012,Enero,España,0,2,,2,POINT (4815189 -75736374)
2012,Enero,España,89,229,,318,POINT (6170465 -7542726)
2012,Enero,España,0,5,,5,POINT (7088729 -70740253)
2012,Enero,España,1,1,,2,POINT (7128047 -73181317)
2012,Enero,España,19,65,,84,POINT (7819 -72453013)
2012,Enero,España,2,1,,3,POINT (7927233 -72508188)
2012,Enero,España,3,3,,6,POINT (863337 -7735002)
2012,Enero,Eslovaquia,0,4,,4,POINT (0.81488 -77356)
2012,Enero,Eslovaquia,12,24,,36,POINT (4697157 -74140516)
2012,Enero,Eslovaquia,4,9,,13,POINT (7819 -72453013)
2012,Enero,Eslovenia,3,3,,6,POINT (0.81488 -77356)
2012,Enero,Eslovenia,0,2,,2,POINT (10406342 -75527794)
2012,Enero,Eslovenia,1,1,,2,POINT (10446304 -75516486)
2012,Enero,Eslovenia,1,0,,1,POINT (3451668 -76532004)
2012,Enero,Eslovenia,28,37,,65,POINT (4697157 -74140516)
2012,Enero,Estados Unidos de América,6,18,,24,POINT (-4191162 -69941498)
2012,Enero,Estados Unidos de América,41,94,,135,POINT (0.81488 -77356)
2012,Enero,Estados Unidos de América,35,52,,87,POINT (10406342 -75527794)
2012,Enero,Estados Unidos de América,710,1595,,2305,POINT (10446304 -75516486)
2012,Enero,Estados Unidos de América,232,486,,718,POINT (10886686 -74776479)
2012,Enero,Estados Unidos de América,2,15,,17,POINT (11117206 -74232675)
2012,Enero,Estados Unidos de América,9,13,,22,POINT (11247723 -74213989)
2012,Enero,Estados Unidos de América,13,19,,32,POINT (11360029 -72129595)
2012,Enero,Estados Unidos de América,1,9,,10,POINT (125744111 -81703935)
2012,Enero,Estados Unidos de América,8,27,,35,POINT (125862 -81702165)
2012,Enero,Estados Unidos de América,4,6,,10,POINT (133387613 -81372937)
2012,Enero,Estados Unidos de América,504,931,,1435,POINT (3451668 -76532004)
2012,Enero,Estados Unidos de América,49,101,,150,POINT (445285 -75766353)
2012,Enero,Estados Unidos de América,4376,9251,,13627,POINT (4697157 -74140516)
2012,Enero,Estados Unidos de América,61,96,,157,POINT (4815189 -75736374)
2012,Enero,Estados Unidos de América,748,1921,,2669,POINT (6170465 -7542726)
2012,Enero,Estados Unidos de América,0,1,,1,POINT (6222552 -77401154)
2012,Enero,Estados Unidos de América,1,0,,1,POINT (7088729 -70740253)
2012,Enero,Estados Unidos de América,25,39,,64,POINT (7128047 -73181317)
2012,Enero,Estados Unidos de América,38,73,,111,POINT (7819 -72453013)
2012,Enero,Estados Unidos de América,17,30,,47,POINT (7927233 -72508188)
2012,Enero,Estados Unidos de América,9,21,,30,POINT (863337 -7735002)
2012,Enero,Estonia,1,1,,2,POINT (10406342 -75527794)
2012,Enero,Estonia,3,5,,8,POINT (10446304 -75516486)
2012,Enero,Estonia,0,1,,1,POINT (3451668 -76532004)
2012,Enero,Estonia,6,7,,13,POINT (4697157 -74140516)
2012,Enero,Etiopia,0,2,,2,POINT (4697157 -74140516)
2012,Enero,Filipinas,1,40,,41,POINT (10406342 -75527794)
2012,Enero,Filipinas,2,6,,8,POINT (10446304 -75516486)
2012,Enero,Filipinas,0,6,,6,POINT (10886686 -74776479)
2012,Enero,Filipinas,0,3,,3,POINT (11247723 -74213989)
2012,Enero,Filipinas,0,1,,1,POINT (3451668 -76532004)
2012,Enero,Filipinas,0,17,,17,POINT (3884426 -77061029)
2012,Enero,Filipinas,19,69,,88,POINT (4697157 -74140516)
2012,Enero,Filipinas,5,3,,8,POINT (6170465 -7542726)
2012,Enero,Filipinas,0,1,,1,POINT (7927233 -72508188)
2012,Enero,Filipinas,1,0,,1,POINT (863337 -7735002)
2012,Enero,Finlandia,1,1,,2,POINT (-4191162 -69941498)
2012,Enero,Finlandia,5,8,,13,POINT (0.81488 -77356)
2012,Enero,Finlandia,1,1,,2,POINT (10406342 -75527794)
2012,Enero,Finlandia,214,186,,400,POINT (10446304 -75516486)
2012,Enero,Finlandia,0,4,,4,POINT (11360029 -72129595)
2012,Enero,Finlandia,0,1,,1,POINT (3451668 -76532004)
2012,Enero,Finlandia,48,85,,133,POINT (4697157 -74140516)
2012,Enero,Finlandia,0,1,,1,POINT (6170465 -7542726)
2012,Enero,Finlandia,0,2,,2,POINT (7819 -72453013)
2012,Enero,Finlandia,1,0,,1,POINT (863337 -7735002)
2012,Enero,Francia,4,11,,15,POINT (-4191162 -69941498)
2012,Enero,Francia,34,73,,107,POINT (0.81488 -77356)
2012,Enero,Francia,7,21,,28,POINT (10406342 -75527794)
2012,Enero,Francia,22,41,,63,POINT (10446304 -75516486)
2012,Enero,Francia,2,7,,9,POINT (10886686 -74776479)
2012,Enero,Francia,3,5,,8,POINT (11247723 -74213989)
2012,Enero,Francia,21,29,,50,POINT (11360029 -72129595)
2012,Enero,Francia,5,4,,9,POINT (125862 -81702165)
2012,Enero,Francia,4,2,,6,POINT (133387613 -81372937)
2012,Enero,Francia,43,80,,123,POINT (3451668 -76532004)
2012,Enero,Francia,0,1,,1,POINT (445285 -75766353)
2012,Enero,Francia,1135,1758,,2893,POINT (4697157 -74140516)
2012,Enero,Francia,3,3,,6,POINT (4815189 -75736374)
2012,Enero,Francia,14,38,,52,POINT (6170465 -7542726)
2012,Enero,Francia,0,1,,1,POINT (7088729 -70740253)
2012,Enero,Francia,1,2,,3,POINT (7128047 -73181317)
2012,Enero,Francia,14,28,,42,POINT (7819 -72453013)
2012,Enero,Francia,1,1,,2,POINT (7927233 -72508188)
