Año,Mes,Nacionalidad,Femenino,Masculino,Indefinido,Total,Nueva columna georreferenciada
2018,Septiembre,Reino Unido de Gran Bretaña e Irlanda del Norte,2,2,,4,POINT (125862 -81702165)
2018,Septiembre,Reino Unido de Gran Bretaña e Irlanda del Norte,27,68,,95,POINT (3451668 -76532004)
2018,Septiembre,Reino Unido de Gran Bretaña e Irlanda del Norte,0,1,,1,POINT (445285 -75766353)
2018,Septiembre,Reino Unido de Gran Bretaña e Irlanda del Norte,914,1790,,2704,POINT (4697157 -74140516)
2018,Septiembre,Reino Unido de Gran Bretaña e Irlanda del Norte,0,2,,2,POINT (4815189 -75736374)
2018,Septiembre,Reino Unido de Gran Bretaña e Irlanda del Norte,71,209,,280,POINT (6170465 -7542726)
2018,Septiembre,Reino Unido de Gran Bretaña e Irlanda del Norte,0,2,,2,POINT (7088729 -70740253)
2018,Septiembre,Reino Unido de Gran Bretaña e Irlanda del Norte,0,5,,5,POINT (7819 -72453013)
2018,Septiembre,Reino Unido de Gran Bretaña e Irlanda del Norte,13,15,,28,POINT (863337 -7735002)
2018,Septiembre,República Dominicana,0,2,,2,POINT (-4191162 -69941498)
2018,Septiembre,República Dominicana,5,15,,20,POINT (0.81488 -77356)
2018,Septiembre,República Dominicana,45,27,,72,POINT (10406342 -75527794)
2018,Septiembre,República Dominicana,76,74,,150,POINT (10446304 -75516486)
2018,Septiembre,República Dominicana,15,52,,67,POINT (10886686 -74776479)
2018,Septiembre,República Dominicana,0,2,,2,POINT (11360029 -72129595)
2018,Septiembre,República Dominicana,5,5,,10,POINT (125862 -81702165)
2018,Septiembre,República Dominicana,19,44,,63,POINT (3451668 -76532004)
2018,Septiembre,República Dominicana,884,922,,1806,POINT (4697157 -74140516)
2018,Septiembre,República Dominicana,3,5,,8,POINT (4815189 -75736374)
2018,Septiembre,República Dominicana,59,114,,173,POINT (6170465 -7542726)
2018,Septiembre,República Dominicana,1,0,,1,POINT (6222552 -77401154)
2018,Septiembre,República Dominicana,1,5,,6,POINT (7128047 -73181317)
2018,Septiembre,República Dominicana,1,3,,4,POINT (7819 -72453013)
2018,Septiembre,Rumania,1,1,,2,POINT (0.81488 -77356)
2018,Septiembre,Rumania,1,7,,8,POINT (10406342 -75527794)
2018,Septiembre,Rumania,4,15,,19,POINT (10446304 -75516486)
2018,Septiembre,Rumania,0,2,,2,POINT (10886686 -74776479)
2018,Septiembre,Rumania,1,3,,4,POINT (3451668 -76532004)
2018,Septiembre,Rumania,104,99,,203,POINT (4697157 -74140516)
2018,Septiembre,Rumania,5,5,,10,POINT (6170465 -7542726)
2018,Septiembre,Federación de Rusia,3,3,,6,POINT (0.81488 -77356)
2018,Septiembre,Federación de Rusia,2,15,,17,POINT (10406342 -75527794)
2018,Septiembre,Federación de Rusia,22,26,,48,POINT (10446304 -75516486)
2018,Septiembre,Federación de Rusia,1,2,,3,POINT (10886686 -74776479)
2018,Septiembre,Federación de Rusia,1,0,,1,POINT (11360029 -72129595)
2018,Septiembre,Federación de Rusia,0,2,,2,POINT (125862 -81702165)
2018,Septiembre,Federación de Rusia,4,3,,7,POINT (3451668 -76532004)
2018,Septiembre,Federación de Rusia,0,1,,1,POINT (3884426 -77061029)
2018,Septiembre,Federación de Rusia,152,186,,338,POINT (4697157 -74140516)
2018,Septiembre,Federación de Rusia,1,1,,2,POINT (4815189 -75736374)
2018,Septiembre,Federación de Rusia,11,11,,22,POINT (6170465 -7542726)
2018,Septiembre,Federación de Rusia,0,1,,1,POINT (7128047 -73181317)
2018,Septiembre,Federación de Rusia,1,0,,1,POINT (7819 -72453013)
2018,Septiembre,Federación de Rusia,1,1,,2,POINT (9402597 -75681642)
2018,Septiembre,Rwanda,2,0,,2,POINT (10446304 -75516486)
2018,Septiembre,Rwanda,1,1,,2,POINT (4697157 -74140516)
2018,Septiembre,San Cristóbal y Nevis,0,1,,1,POINT (10446304 -75516486)
2018,Septiembre,San Cristóbal y Nevis,1,4,,5,POINT (4697157 -74140516)
2018,Septiembre,San  Vicente y las Granadinas,0,2,,2,POINT (10446304 -75516486)
2018,Septiembre,San  Vicente y las Granadinas,0,1,,1,POINT (10886686 -74776479)
2018,Septiembre,San  Vicente y las Granadinas,1,1,,2,POINT (4815189 -75736374)
2018,Septiembre,Santa Lucia,2,2,,4,POINT (10446304 -75516486)
2018,Septiembre,Santa Lucia,2,4,,6,POINT (4697157 -74140516)
2018,Septiembre,Santa Lucia,1,2,,3,POINT (6170465 -7542726)
2018,Septiembre,Santa Sede/Ciudad del Vaticano,0,1,,1,POINT (4697157 -74140516)
2018,Septiembre,Senegal,1,1,,2,POINT (4697157 -74140516)
2018,Septiembre,Serbia,0,1,,1,POINT (0.81488 -77356)
2018,Septiembre,Serbia,1,0,,1,POINT (10406342 -75527794)
2018,Septiembre,Serbia,1,3,,4,POINT (10446304 -75516486)
2018,Septiembre,Serbia,0,1,,1,POINT (10886686 -74776479)
2018,Septiembre,Serbia,0,1,,1,POINT (125862 -81702165)
2018,Septiembre,Serbia,2,0,,2,POINT (3451668 -76532004)
2018,Septiembre,Serbia,5,9,,14,POINT (4697157 -74140516)
2018,Septiembre,Serbia,1,4,,5,POINT (6170465 -7542726)
2018,Septiembre,Seychelles,0,1,,1,POINT (4697157 -74140516)
2018,Septiembre,Singapur,0,1,,1,POINT (0.81488 -77356)
2018,Septiembre,Singapur,3,8,,11,POINT (10446304 -75516486)
2018,Septiembre,Singapur,21,39,,60,POINT (4697157 -74140516)
2018,Septiembre,Singapur,0,2,,2,POINT (6170465 -7542726)
2018,Septiembre,República Árabe Siria,0,1,,1,POINT (10446304 -75516486)
2018,Septiembre,República Árabe Siria,2,7,,9,POINT (4697157 -74140516)
2018,Septiembre,República Árabe Siria,0,2,,2,POINT (6170465 -7542726)
2018,Septiembre,Sri Lanka,2,3,,5,POINT (10446304 -75516486)
2018,Septiembre,Sri Lanka,1,3,,4,POINT (4697157 -74140516)
2018,Septiembre,Sri Lanka,0,1,,1,POINT (6170465 -7542726)
2018,Septiembre,Sudáfrica,2,0,,2,POINT (0.81488 -77356)
2018,Septiembre,Sudáfrica,1,5,,6,POINT (10406342 -75527794)
2018,Septiembre,Sudáfrica,3,5,,8,POINT (10446304 -75516486)
2018,Septiembre,Sudáfrica,0,1,,1,POINT (10886686 -74776479)
2018,Septiembre,Sudáfrica,1,1,,2,POINT (133387613 -81372937)
2018,Septiembre,Sudáfrica,2,5,,7,POINT (3451668 -76532004)
2018,Septiembre,Sudáfrica,21,44,,65,POINT (4697157 -74140516)
2018,Septiembre,Sudáfrica,1,2,,3,POINT (6170465 -7542726)
2018,Septiembre,Sudáfrica,0,1,,1,POINT (7128047 -73181317)
2018,Septiembre,Sudán,0,1,,1,POINT (4697157 -74140516)
2018,Septiembre,Suecia,0,1,,1,POINT (-4191162 -69941498)
2018,Septiembre,Suecia,2,0,,2,POINT (-4214082 -69941431)
2018,Septiembre,Suecia,4,0,,4,POINT (0.81488 -77356)
2018,Septiembre,Suecia,1,1,,2,POINT (10406342 -75527794)
2018,Septiembre,Suecia,18,20,,38,POINT (10446304 -75516486)
2018,Septiembre,Suecia,4,5,,9,POINT (10886686 -74776479)
2018,Septiembre,Suecia,1,2,,3,POINT (11247723 -74213989)
2018,Septiembre,Suecia,0,1,,1,POINT (11360029 -72129595)
2018,Septiembre,Suecia,0,1,,1,POINT (125862 -81702165)
2018,Septiembre,Suecia,3,11,,14,POINT (3451668 -76532004)
2018,Septiembre,Suecia,1,0,,1,POINT (3884426 -77061029)
2018,Septiembre,Suecia,111,214,,325,POINT (4697157 -74140516)
2018,Septiembre,Suecia,16,34,,50,POINT (6170465 -7542726)
2018,Septiembre,Suecia,1,0,,1,POINT (7128047 -73181317)
2018,Septiembre,Suiza,2,2,,4,POINT (-4191162 -69941498)
2018,Septiembre,Suiza,1,2,,3,POINT (-4214082 -69941431)
2018,Septiembre,Suiza,3,1,,4,POINT (0.33002 -76876446)
2018,Septiembre,Suiza,11,21,,32,POINT (0.81488 -77356)
2018,Septiembre,Suiza,14,14,,28,POINT (10406342 -75527794)
2018,Septiembre,Suiza,59,50,,109,POINT (10446304 -75516486)
2018,Septiembre,Suiza,1,7,,8,POINT (10886686 -74776479)
2018,Septiembre,Suiza,5,2,,7,POINT (11247723 -74213989)
2018,Septiembre,Suiza,1,1,,2,POINT (125862 -81702165)
2018,Septiembre,Suiza,15,36,,51,POINT (3451668 -76532004)
2018,Septiembre,Suiza,383,589,,972,POINT (4697157 -74140516)
2018,Septiembre,Suiza,43,87,,130,POINT (6170465 -7542726)
2018,Septiembre,Suiza,1,0,,1,POINT (7088729 -70740253)
2018,Septiembre,Suiza,1,0,,1,POINT (7128047 -73181317)
2018,Septiembre,Suiza,1,1,,2,POINT (7819 -72453013)
2018,Septiembre,Suiza,3,2,,5,POINT (863337 -7735002)
2018,Septiembre,Surinam,16,24,,40,POINT (4697157 -74140516)
2018,Septiembre,Surinam,0,1,,1,POINT (6170465 -7542726)
2018,Septiembre,Tailandia,0,2,,2,POINT (10446304 -75516486)
2018,Septiembre,Tailandia,7,14,,21,POINT (4697157 -74140516)
2018,Septiembre,Tailandia,2,0,,2,POINT (6170465 -7542726)
2018,Septiembre,Tanzania,0,4,,4,POINT (4697157 -74140516)
2018,Septiembre,Trinidad y Tobago,7,14,,21,POINT (10446304 -75516486)
2018,Septiembre,Trinidad y Tobago,1,2,,3,POINT (10886686 -74776479)
2018,Septiembre,Trinidad y Tobago,0,1,,1,POINT (11247723 -74213989)
2018,Septiembre,Trinidad y Tobago,3,12,,15,POINT (3451668 -76532004)
2018,Septiembre,Trinidad y Tobago,28,35,,63,POINT (4697157 -74140516)
2018,Septiembre,Trinidad y Tobago,1,2,,3,POINT (4815189 -75736374)
2018,Septiembre,Trinidad y Tobago,3,16,,19,POINT (6170465 -7542726)
2018,Septiembre,Túnez,2,7,,9,POINT (4697157 -74140516)
2018,Septiembre,Turquía,0,1,,1,POINT (-4214082 -69941431)
2018,Septiembre,Turquía,1,0,,1,POINT (0.33002 -76876446)
2018,Septiembre,Turquía,0,2,,2,POINT (0.81488 -77356)
2018,Septiembre,Turquía,0,1,,1,POINT (10406342 -75527794)
2018,Septiembre,Turquía,3,10,,13,POINT (10446304 -75516486)
2018,Septiembre,Turquía,2,3,,5,POINT (10886686 -74776479)
2018,Septiembre,Turquía,1,2,,3,POINT (11247723 -74213989)
2018,Septiembre,Turquía,0,3,,3,POINT (3451668 -76532004)
2018,Septiembre,Turquía,178,301,,479,POINT (4697157 -74140516)
2018,Septiembre,Turquía,7,21,,28,POINT (6170465 -7542726)
2018,Septiembre,Turquía,0,1,,1,POINT (863337 -7735002)
2018,Septiembre,Ucrania,1,8,,9,POINT (10406342 -75527794)
2018,Septiembre,Ucrania,1,15,,16,POINT (10446304 -75516486)
2018,Septiembre,Ucrania,0,3,,3,POINT (10886686 -74776479)
2018,Septiembre,Ucrania,0,2,,2,POINT (11247723 -74213989)
2018,Septiembre,Ucrania,1,3,,4,POINT (3451668 -76532004)
2018,Septiembre,Ucrania,0,2,,2,POINT (3884426 -77061029)
2018,Septiembre,Ucrania,20,38,,58,POINT (4697157 -74140516)
2018,Septiembre,Ucrania,1,4,,5,POINT (6170465 -7542726)
2018,Septiembre,Ucrania,0,3,,3,POINT (9402597 -75681642)
2018,Septiembre,Uganda,0,1,,1,POINT (4697157 -74140516)
2018,Septiembre,Uganda,1,0,,1,POINT (6170465 -7542726)
2018,Septiembre,Uruguay,0,2,,2,POINT (-4191162 -69941498)
2018,Septiembre,Uruguay,0,1,,1,POINT (-4214082 -69941431)
2018,Septiembre,Uruguay,11,13,,24,POINT (0.81488 -77356)
2018,Septiembre,Uruguay,21,22,,43,POINT (10406342 -75527794)
2018,Septiembre,Uruguay,148,119,,267,POINT (10446304 -75516486)
2018,Septiembre,Uruguay,12,9,,21,POINT (10886686 -74776479)
2018,Septiembre,Uruguay,0,1,,1,POINT (11360029 -72129595)
2018,Septiembre,Uruguay,23,24,,47,POINT (125862 -81702165)
2018,Septiembre,Uruguay,7,26,,33,POINT (3451668 -76532004)
2018,Septiembre,Uruguay,467,602,,1069,POINT (4697157 -74140516)
2018,Septiembre,Uruguay,0,4,,4,POINT (4815189 -75736374)
2018,Septiembre,Uruguay,37,57,,94,POINT (6170465 -7542726)
2018,Septiembre,Uruguay,0,1,,1,POINT (7088729 -70740253)
2018,Septiembre,Uruguay,3,8,,11,POINT (7819 -72453013)
2018,Septiembre,Uruguay,0,2,,2,POINT (836068 -72409396)
2018,Septiembre,Uzbekistán,0,1,,1,POINT (4697157 -74140516)
2018,Septiembre,Venezuela,1,2,,3,POINT (-4191162 -69941498)
2018,Septiembre,Venezuela,2,3,,5,POINT (-4214082 -69941431)
2018,Septiembre,Venezuela,0,1,,1,POINT (0.185957 -7478366)
2018,Septiembre,Venezuela,58,98,,156,POINT (0.33002 -76876446)
2018,Septiembre,Venezuela,3492,4012,,7504,POINT (0.81488 -77356)
2018,Septiembre,Venezuela,2,1,,3,POINT (1800143 -78802679)
2018,Septiembre,Venezuela,16,28,,44,POINT (10406342 -75527794)
2018,Septiembre,Venezuela,203,225,,428,POINT (10446304 -75516486)
2018,Septiembre,Venezuela,116,180,,296,POINT (10886686 -74776479)
2018,Septiembre,Venezuela,0,2,,2,POINT (11117206 -74232675)
2018,Septiembre,Venezuela,7874,7088,,14962,POINT (11360029 -72129595)
2018,Septiembre,Venezuela,0,11,,11,POINT (12165168 -71983761)
2018,Septiembre,Venezuela,3,5,,8,POINT (125862 -81702165)
2018,Septiembre,Venezuela,118,124,,242,POINT (3451668 -76532004)
2018,Septiembre,Venezuela,5,9,,14,POINT (3866713 -67927521)
2018,Septiembre,Venezuela,3,3,,6,POINT (445285 -75766353)
2018,Septiembre,Venezuela,6755,6815,,13570,POINT (4697157 -74140516)
2018,Septiembre,Venezuela,8,12,,20,POINT (4815189 -75736374)
2018,Septiembre,Venezuela,839,955,,1794,POINT (6170465 -7542726)
2018,Septiembre,Venezuela,59,41,,100,POINT (6185536 -67484028)
2018,Septiembre,Venezuela,0,4,,4,POINT (6218835 -75586989)
2018,Septiembre,Venezuela,1063,1037,,2100,POINT (7088729 -70740253)
2018,Septiembre,Venezuela,11,16,,27,POINT (7128047 -73181317)
2018,Septiembre,Venezuela,27880,24472,,52352,POINT (7819 -72453013)
2018,Septiembre,Venezuela,2703,2291,,4994,POINT (836068 -72409396)
2018,Septiembre,Vietnam,6,4,,10,POINT (10446304 -75516486)
2018,Septiembre,Vietnam,11,14,,25,POINT (4697157 -74140516)
2018,Septiembre,Vietnam,1,0,,1,POINT (6170465 -7542726)
2018,Septiembre,República Árabe de Yemen,0,2,,2,POINT (4697157 -74140516)
2018,Septiembre,Zambia,0,1,,1,POINT (10446304 -75516486)
2018,Septiembre,Zambia,1,2,,3,POINT (4697157 -74140516)
2018,Septiembre,Zimbabue,0,1,,1,POINT (3451668 -76532004)
2018,Septiembre,Zimbabue,3,4,,7,POINT (4697157 -74140516)
2018,Septiembre,Zimbabue,0,1,,1,POINT (6170465 -7542726)
2018,Septiembre,Refugiado,4,7,,11,POINT (4697157 -74140516)
2018,Septiembre,Refugiado,1,1,,2,POINT (6170465 -7542726)
2018,Septiembre,Desconocido,3,8,,11,POINT (10446304 -75516486)
2018,Septiembre,Desconocido,1,0,,1,POINT (3451668 -76532004)
2018,Septiembre,Desconocido,90,154,,244,POINT (4697157 -74140516)
2018,Septiembre,Desconocido,1,7,,8,POINT (6170465 -7542726)
2018,Septiembre,Desconocido,1,0,,1,POINT (7128047 -73181317)
2018,Septiembre,Desconocido,1,0,,1,POINT (7819 -72453013)
2018,Octubre,Afganistán,0,1,,1,POINT (4697157 -74140516)
2018,Octubre,Albania,2,0,,2,POINT (10446304 -75516486)
2018,Octubre,Albania,0,1,,1,POINT (3451668 -76532004)
2018,Octubre,Albania,2,7,,9,POINT (4697157 -74140516)
2018,Octubre,Albania,0,2,,2,POINT (6170465 -7542726)
2018,Octubre,Albania,0,1,,1,POINT (7819 -72453013)
2018,Octubre,Alemania,5,7,,12,POINT (-4191162 -69941498)
2018,Octubre,Alemania,1,1,,2,POINT (-4214082 -69941431)
2018,Octubre,Alemania,2,4,,6,POINT (0.33002 -76876446)
2018,Octubre,Alemania,31,44,,75,POINT (0.81488 -77356)
2018,Octubre,Alemania,32,38,,70,POINT (10406342 -75527794)
2018,Octubre,Alemania,126,169,,295,POINT (10446304 -75516486)
2018,Octubre,Alemania,25,15,,40,POINT (10886686 -74776479)
2018,Octubre,Alemania,2,0,,2,POINT (11360029 -72129595)
2018,Octubre,Alemania,3,0,,3,POINT (125862 -81702165)
2018,Octubre,Alemania,52,68,,120,POINT (3451668 -76532004)
2018,Octubre,Alemania,1,2,,3,POINT (445285 -75766353)
2018,Octubre,Alemania,1786,2647,,4433,POINT (4697157 -74140516)
2018,Octubre,Alemania,3,1,,4,POINT (4815189 -75736374)
2018,Octubre,Alemania,118,196,,314,POINT (6170465 -7542726)
2018,Octubre,Alemania,2,8,,10,POINT (7819 -72453013)
2018,Octubre,Alemania,0,1,,1,POINT (836068 -72409396)
2018,Octubre,Alemania,8,13,,21,POINT (863337 -7735002)
2018,Octubre,Andorra,2,6,,8,POINT (4697157 -74140516)
2018,Octubre,Andorra,1,0,,1,POINT (6170465 -7542726)
2018,Octubre,Angola,1,1,,2,POINT (4697157 -74140516)
2018,Octubre,Antigua y Barbuda,1,2,,3,POINT (10446304 -75516486)
2018,Octubre,Antigua y Barbuda,2,1,,3,POINT (125862 -81702165)
2018,Octubre,Antigua y Barbuda,4,2,,6,POINT (4697157 -74140516)
2018,Octubre,Antigua y Barbuda,0,1,,1,POINT (6170465 -7542726)
2018,Octubre,Países Bajos,0,1,,1,POINT (4697157 -74140516)
2018,Octubre,Países Bajos,1,0,,1,POINT (6170465 -7542726)
2018,Octubre,Arabia Saudita,1,1,,2,POINT (3451668 -76532004)
2018,Octubre,Arabia Saudita,0,2,,2,POINT (4697157 -74140516)
2018,Octubre,Arabia Saudita,0,1,,1,POINT (6170465 -7542726)
2018,Octubre,Argelia,1,8,,9,POINT (4697157 -74140516)
2018,Octubre,Argelia,1,1,,2,POINT (6170465 -7542726)
2018,Octubre,Argentina,1,9,,10,POINT (-4191162 -69941498)
2018,Octubre,Argentina,0,2,,2,POINT (-4214082 -69941431)
2018,Octubre,Argentina,7,14,,21,POINT (0.33002 -76876446)
2018,Octubre,Argentina,61,92,,153,POINT (0.81488 -77356)
2018,Octubre,Argentina,0,2,,2,POINT (1800143 -78802679)
2018,Octubre,Argentina,166,131,,297,POINT (10406342 -75527794)
2018,Octubre,Argentina,1223,1007,,2230,POINT (10446304 -75516486)
2018,Octubre,Argentina,30,78,,108,POINT (10886686 -74776479)
2018,Octubre,Argentina,2,6,,8,POINT (11360029 -72129595)
2018,Octubre,Argentina,290,241,,531,POINT (125862 -81702165)
2018,Octubre,Argentina,47,83,,130,POINT (3451668 -76532004)
2018,Octubre,Argentina,0,1,,1,POINT (445285 -75766353)
2018,Octubre,Argentina,2920,4416,,7336,POINT (4697157 -74140516)
2018,Octubre,Argentina,2,18,,20,POINT (4815189 -75736374)
2018,Octubre,Argentina,143,364,,507,POINT (6170465 -7542726)
2018,Octubre,Argentina,1,2,,3,POINT (7128047 -73181317)
2018,Octubre,Argentina,6,20,,26,POINT (7819 -72453013)
2018,Octubre,Argentina,1,0,,1,POINT (836068 -72409396)
2018,Octubre,Argentina,0,2,,2,POINT (863337 -7735002)
2018,Octubre,República de Armenia,4,1,,5,POINT (4697157 -74140516)
2018,Octubre,Australia,2,2,,4,POINT (-4191162 -69941498)
2018,Octubre,Australia,1,3,,4,POINT (-4214082 -69941431)
2018,Octubre,Australia,13,26,,39,POINT (0.81488 -77356)
2018,Octubre,Australia,12,18,,30,POINT (10406342 -75527794)
2018,Octubre,Australia,68,69,,137,POINT (10446304 -75516486)
2018,Octubre,Australia,8,21,,29,POINT (10886686 -74776479)
2018,Octubre,Australia,0,1,,1,POINT (11360029 -72129595)
2018,Octubre,Australia,7,6,,13,POINT (3451668 -76532004)
2018,Octubre,Australia,291,549,,840,POINT (4697157 -74140516)
2018,Octubre,Australia,32,98,,130,POINT (6170465 -7542726)
2018,Octubre,Australia,22,17,,39,POINT (863337 -7735002)
2018,Octubre,Austria,0,1,,1,POINT (-4191162 -69941498)
2018,Octubre,Austria,0,1,,1,POINT (0.33002 -76876446)
2018,Octubre,Austria,1,0,,1,POINT (0.812436 -77847006)
2018,Octubre,Austria,3,5,,8,POINT (0.81488 -77356)
2018,Octubre,Austria,3,5,,8,POINT (10406342 -75527794)
2018,Octubre,Austria,11,19,,30,POINT (10446304 -75516486)
2018,Octubre,Austria,0,4,,4,POINT (10886686 -74776479)
2018,Octubre,Austria,2,2,,4,POINT (11247723 -74213989)
2018,Octubre,Austria,0,1,,1,POINT (11360029 -72129595)
2018,Octubre,Austria,1,0,,1,POINT (125862 -81702165)
2018,Octubre,Austria,4,9,,13,POINT (3451668 -76532004)
2018,Octubre,Austria,184,285,,469,POINT (4697157 -74140516)
2018,Octubre,Austria,18,21,,39,POINT (6170465 -7542726)
2018,Octubre,Azerbaiyán,5,8,,13,POINT (4697157 -74140516)
2018,Octubre,Bahamas,4,10,,14,POINT (10446304 -75516486)
2018,Octubre,Bahamas,5,4,,9,POINT (10886686 -74776479)
2018,Octubre,Bahamas,0,1,,1,POINT (125862 -81702165)
2018,Octubre,Bahamas,3,5,,8,POINT (3451668 -76532004)
2018,Octubre,Bahamas,8,8,,16,POINT (4697157 -74140516)
2018,Octubre,Bahamas,2,3,,5,POINT (6170465 -7542726)
2018,Octubre,Bahréin,1,0,,1,POINT (4697157 -74140516)
2018,Octubre,Bangladesh,0,2,,2,POINT (10446304 -75516486)
2018,Octubre,Barbados,8,7,,15,POINT (10446304 -75516486)
2018,Octubre,Barbados,2,3,,5,POINT (10886686 -74776479)
2018,Octubre,Barbados,5,8,,13,POINT (4697157 -74140516)
2018,Octubre,Barbados,1,2,,3,POINT (6170465 -7542726)
2018,Octubre,República de Belarús,2,1,,3,POINT (10446304 -75516486)
2018,Octubre,República de Belarús,5,3,,8,POINT (4697157 -74140516)
2018,Octubre,Bélgica,3,2,,5,POINT (-4191162 -69941498)
2018,Octubre,Bélgica,1,1,,2,POINT (-4214082 -69941431)
2018,Octubre,Bélgica,0,2,,2,POINT (0.33002 -76876446)
2018,Octubre,Bélgica,5,6,,11,POINT (0.81488 -77356)
2018,Octubre,Bélgica,2,2,,4,POINT (10406342 -75527794)
2018,Octubre,Bélgica,24,41,,65,POINT (10446304 -75516486)
2018,Octubre,Bélgica,1,3,,4,POINT (10886686 -74776479)
2018,Octubre,Bélgica,2,1,,3,POINT (11247723 -74213989)
2018,Octubre,Bélgica,1,0,,1,POINT (125862 -81702165)
2018,Octubre,Bélgica,9,22,,31,POINT (3451668 -76532004)
2018,Octubre,Bélgica,267,416,,683,POINT (4697157 -74140516)
2018,Octubre,Bélgica,1,3,,4,POINT (4815189 -75736374)
2018,Octubre,Bélgica,19,54,,73,POINT (6170465 -7542726)
2018,Octubre,Bélgica,0,2,,2,POINT (7128047 -73181317)
2018,Octubre,Bélgica,2,0,,2,POINT (863337 -7735002)
2018,Octubre,Belice,2,6,,8,POINT (10446304 -75516486)
2018,Octubre,Belice,2,2,,4,POINT (3451668 -76532004)
2018,Octubre,Belice,9,16,,25,POINT (4697157 -74140516)
2018,Octubre,Belice,0,4,,4,POINT (6170465 -7542726)
2018,Octubre,Benín,2,0,,2,POINT (10886686 -74776479)
2018,Octubre,Benín,0,6,,6,POINT (4697157 -74140516)
2018,Octubre,Benín,0,2,,2,POINT (6170465 -7542726)
2018,Octubre,Bermudas/Territorio Británico de Ultramar,0,5,,5,POINT (10446304 -75516486)
2018,Octubre,Bolivia,10,9,,19,POINT (0.81488 -77356)
2018,Octubre,Bolivia,23,11,,34,POINT (10406342 -75527794)
2018,Octubre,Bolivia,123,113,,236,POINT (10446304 -75516486)
2018,Octubre,Bolivia,2,16,,18,POINT (10886686 -74776479)
2018,Octubre,Bolivia,0,1,,1,POINT (11360029 -72129595)
2018,Octubre,Bolivia,31,18,,49,POINT (125862 -81702165)
2018,Octubre,Bolivia,31,24,,55,POINT (3451668 -76532004)
2018,Octubre,Bolivia,515,623,,1138,POINT (4697157 -74140516)
2018,Octubre,Bolivia,1,0,,1,POINT (4815189 -75736374)
2018,Octubre,Bolivia,47,51,,98,POINT (6170465 -7542726)
2018,Octubre,Bolivia,1,0,,1,POINT (7088729 -70740253)
2018,Octubre,Bolivia,1,3,,4,POINT (7819 -72453013)
2018,Octubre,Bolivia,0,1,,1,POINT (836068 -72409396)
2018,Octubre,Bosnia y Herzegovina,3,7,,10,POINT (4697157 -74140516)
2018,Octubre,Botsuana,1,0,,1,POINT (4697157 -74140516)
2018,Octubre,Brasil,90,108,,198,POINT (-4191162 -69941498)
2018,Octubre,Brasil,2,1,,3,POINT (-4214082 -69941431)
2018,Octubre,Brasil,0,2,,2,POINT (0.33002 -76876446)
2018,Octubre,Brasil,25,39,,64,POINT (0.81488 -77356)
2018,Octubre,Brasil,435,354,,789,POINT (10406342 -75527794)
2018,Octubre,Brasil,667,571,,1238,POINT (10446304 -75516486)
2018,Octubre,Brasil,16,37,,53,POINT (10886686 -74776479)
2018,Octubre,Brasil,0,1,,1,POINT (11247723 -74213989)
2018,Octubre,Brasil,0,3,,3,POINT (11360029 -72129595)
2018,Octubre,Brasil,177,143,,320,POINT (125862 -81702165)
2018,Octubre,Brasil,49,83,,132,POINT (3451668 -76532004)
2018,Octubre,Brasil,1,2,,3,POINT (3866713 -67927521)
2018,Octubre,Brasil,1,1,,2,POINT (445285 -75766353)
2018,Octubre,Brasil,5956,7143,,13099,POINT (4697157 -74140516)
2018,Octubre,Brasil,5,4,,9,POINT (4815189 -75736374)
2018,Octubre,Brasil,134,223,,357,POINT (6170465 -7542726)
2018,Octubre,Brasil,1,0,,1,POINT (6185536 -67484028)
2018,Octubre,Brasil,0,2,,2,POINT (7128047 -73181317)
2018,Octubre,Brasil,3,7,,10,POINT (7819 -72453013)
2018,Octubre,Brasil,0,2,,2,POINT (836068 -72409396)
2018,Octubre,Brasil,0,2,,2,POINT (863337 -7735002)
2018,Octubre,Brunei Darussalam,1,0,,1,POINT (10446304 -75516486)
2018,Octubre,Brunei Darussalam,1,0,,1,POINT (4697157 -74140516)
2018,Octubre,Bulgaria,2,2,,4,POINT (0.81488 -77356)
2018,Octubre,Bulgaria,0,1,,1,POINT (10406342 -75527794)
2018,Octubre,Bulgaria,9,3,,12,POINT (10446304 -75516486)
2018,Octubre,Bulgaria,35,44,,79,POINT (4697157 -74140516)
2018,Octubre,Bulgaria,0,4,,4,POINT (6170465 -7542726)
2018,Octubre,Burundi,0,1,,1,POINT (4697157 -74140516)
2018,Octubre,Cabo Verde,1,0,,1,POINT (3451668 -76532004)
2018,Octubre,Islas Caimán/Territorio Británico de Ultramar,2,0,,2,POINT (10446304 -75516486)
2018,Octubre,Camerún,0,1,,1,POINT (10446304 -75516486)
2018,Octubre,Camerún,0,1,,1,POINT (3451668 -76532004)
2018,Octubre,Camerún,3,7,,10,POINT (4697157 -74140516)
2018,Octubre,Camerún,1,2,,3,POINT (6170465 -7542726)
2018,Octubre,Canadá,2,2,,4,POINT (-4191162 -69941498)
2018,Octubre,Canadá,1,3,,4,POINT (0.33002 -76876446)
2018,Octubre,Canadá,9,9,,18,POINT (0.81488 -77356)
2018,Octubre,Canadá,16,12,,28,POINT (10406342 -75527794)
2018,Octubre,Canadá,217,291,,508,POINT (10446304 -75516486)
2018,Octubre,Canadá,18,38,,56,POINT (10886686 -74776479)
2018,Octubre,Canadá,3,6,,9,POINT (11247723 -74213989)
