Año;Mes;Nacionalidad;Femenino;Masculino;Indefinido;Total;Nueva;columna;georreferenciada
2018;Julio;Venezuela;3;4;;7;POINT;6218835;-75586989
2018;Julio;Venezuela;1139;1266;;2405;POINT;7088729;-70740253
2018;Julio;Venezuela;12;7;;19;POINT;7128047;-73181317
2018;Julio;Venezuela;36362;36633;;72995;POINT;7819;-72453013
2018;Julio;Venezuela;1;3;;4;POINT;7927233;-72508188
2018;Julio;Venezuela;3675;3143;;6818;POINT;836068;-72409396
2018;Agosto;Venezuela;1;0;;1;POINT;4697157;-74140516
2018;Agosto;Venezuela;5;8;;13;POINT;-4191162;-69941498
2018;Agosto;Venezuela;0;1;;1;POINT;-4214082;-69941431
2018;Agosto;Venezuela;128;154;;282;POINT;0.33002;-76876446
2018;Agosto;Venezuela;3;3;;6;POINT;0.812436;-77847006
2018;Agosto;Venezuela;2513;3169;;5682;POINT;0.81488;-77356
2018;Agosto;Venezuela;5;1;;6;POINT;1800143;-78802679
2018;Agosto;Venezuela;18;29;;47;POINT;10406342;-75527794
2018;Agosto;Venezuela;206;227;;433;POINT;10446304;-75516486
2018;Agosto;Venezuela;136;209;;345;POINT;10886686;-74776479
2018;Agosto;Venezuela;0;8;;8;POINT;11117206;-74232675
2018;Agosto;Venezuela;0;1;;1;POINT;11247723;-74213989
2018;Agosto;Venezuela;10.94;9426;;20366;POINT;11360029;-72129595
2018;Agosto;Venezuela;1;34;;35;POINT;12165168;-71983761
2018;Agosto;Venezuela;6;4;;10;POINT;125862;-81702165
2018;Agosto;Venezuela;111;145;;256;POINT;3451668;-76532004
2018;Agosto;Venezuela;7;4;;11;POINT;3866713;-67927521
2018;Agosto;Venezuela;1;5;;6;POINT;445285;-75766353
2018;Agosto;Venezuela;6062;6254;;12316;POINT;4697157;-74140516
2018;Agosto;Venezuela;16;18;;34;POINT;4815189;-75736374
2018;Agosto;Venezuela;1017;973;;1.99;POINT;6170465;-7542726
2018;Agosto;Venezuela;34;33;;67;POINT;6185536;-67484028
2018;Agosto;Venezuela;1625;1634;;3259;POINT;7088729;-70740253
2018;Agosto;Venezuela;9;5;;14;POINT;7128047;-73181317
2018;Agosto;Venezuela;38931;35.94;;74871;POINT;7819;-72453013
2018;Agosto;Venezuela;5;8;;13;POINT;7927233;-72508188
2018;Agosto;Venezuela;4649;3773;;8422;POINT;836068;-72409396
2018;Septiembre;Venezuela;1;2;;3;POINT;-4191162;-69941498
2018;Septiembre;Venezuela;2;3;;5;POINT;-4214082;-69941431
2018;Septiembre;Venezuela;0;1;;1;POINT;0.185957;-7478366
2018;Septiembre;Venezuela;58;98;;156;POINT;0.33002;-76876446
2018;Septiembre;Venezuela;3492;4012;;7504;POINT;0.81488;-77356
2018;Septiembre;Venezuela;2;1;;3;POINT;1800143;-78802679
2018;Septiembre;Venezuela;16;28;;44;POINT;10406342;-75527794
2018;Septiembre;Venezuela;203;225;;428;POINT;10446304;-75516486
2018;Septiembre;Venezuela;116;180;;296;POINT;10886686;-74776479
2018;Septiembre;Venezuela;0;2;;2;POINT;11117206;-74232675
2018;Septiembre;Venezuela;7874;7088;;14962;POINT;11360029;-72129595
2018;Septiembre;Venezuela;0;11;;11;POINT;12165168;-71983761
2018;Septiembre;Venezuela;3;5;;8;POINT;125862;-81702165
2018;Septiembre;Venezuela;118;124;;242;POINT;3451668;-76532004
2018;Septiembre;Venezuela;5;9;;14;POINT;3866713;-67927521
2018;Septiembre;Venezuela;3;3;;6;POINT;445285;-75766353
2018;Septiembre;Venezuela;6755;6815;;13.57;POINT;4697157;-74140516
2018;Septiembre;Venezuela;8;12;;20;POINT;4815189;-75736374
2018;Septiembre;Venezuela;839;955;;1794;POINT;6170465;-7542726
2018;Septiembre;Venezuela;59;41;;100;POINT;6185536;-67484028
2018;Septiembre;Venezuela;0;4;;4;POINT;6218835;-75586989
2018;Septiembre;Venezuela;1063;1037;;2.1;POINT;7088729;-70740253
2018;Septiembre;Venezuela;11;16;;27;POINT;7128047;-73181317
2018;Septiembre;Venezuela;27.88;24472;;52352;POINT;7819;-72453013
2018;Septiembre;Venezuela;2703;2291;;4994;POINT;836068;-72409396
2018;Octubre;Venezuela;4;10;;14;POINT;-4191162;-69941498
2018;Octubre;Venezuela;0;1;;1;POINT;-4214082;-69941431
2018;Octubre;Venezuela;0;1;;1;POINT;0.185957;-7478366
2018;Octubre;Venezuela;92;94;;186;POINT;0.33002;-76876446
2018;Octubre;Venezuela;4276;4.9;;9176;POINT;0.81488;-77356
2018;Octubre;Venezuela;5;2;;7;POINT;1800143;-78802679
2018;Octubre;Venezuela;5;7;;12;POINT;10406342;-75527794
2018;Octubre;Venezuela;173;175;;348;POINT;10446304;-75516486
2018;Octubre;Venezuela;135;232;;367;POINT;10886686;-74776479
2018;Octubre;Venezuela;4;11;;15;POINT;11117206;-74232675
2018;Octubre;Venezuela;0;5;;5;POINT;11247723;-74213989
2018;Octubre;Venezuela;7.23;6377;;13607;POINT;11360029;-72129595
2018;Octubre;Venezuela;1;6;;7;POINT;125862;-81702165
2018;Octubre;Venezuela;94;133;;227;POINT;3451668;-76532004
2018;Octubre;Venezuela;17;22;;39;POINT;3866713;-67927521
2018;Octubre;Venezuela;1;2;;3;POINT;445285;-75766353
2018;Octubre;Venezuela;6722;6937;;13659;POINT;4697157;-74140516
2018;Octubre;Venezuela;8;14;;22;POINT;4815189;-75736374
2018;Octubre;Venezuela;740;823;;1563;POINT;6170465;-7542726
2018;Octubre;Venezuela;55;48;;103;POINT;6185536;-67484028
2018;Octubre;Venezuela;1.28;1311;;2591;POINT;7088729;-70740253
2018;Octubre;Venezuela;16;13;;29;POINT;7128047;-73181317
2018;Octubre;Venezuela;33.39;28.14;;61.53;POINT;7819;-72453013
2018;Octubre;Venezuela;4;11;;15;POINT;7927233;-72508188
2018;Octubre;Venezuela;2794;2333;;5127;POINT;836068;-72409396
2018;Noviembre;Venezuela;4;6;;10;POINT;-4191162;-69941498
2018;Noviembre;Venezuela;1;1;;2;POINT;-4214082;-69941431
2018;Noviembre;Venezuela;98;83;;181;POINT;0.33002;-76876446
2018;Noviembre;Venezuela;3;0;;3;POINT;0.812436;-77847006
2018;Noviembre;Venezuela;4814;5704;;10518;POINT;0.81488;-77356
2018;Noviembre;Venezuela;5;2;;7;POINT;1800143;-78802679
2018;Noviembre;Venezuela;19;37;;56;POINT;10406342;-75527794
2018;Noviembre;Venezuela;231;249;;480;POINT;10446304;-75516486
2018;Noviembre;Venezuela;104;171;;275;POINT;10886686;-74776479
2018;Noviembre;Venezuela;0;3;;3;POINT;10970933;-74765343
2018;Noviembre;Venezuela;1;7;;8;POINT;11117206;-74232675
2018;Noviembre;Venezuela;0;1;;1;POINT;11247723;-74213989
2018;Noviembre;Venezuela;6182;5413;;11595;POINT;11360029;-72129595
2018;Noviembre;Venezuela;0;1;;1;POINT;1152863;-72919186
2018;Noviembre;Venezuela;0;1;;1;POINT;125744111;-81703935
2018;Noviembre;Venezuela;9;5;;14;POINT;125862;-81702165
2018;Noviembre;Venezuela;100;130;;230;POINT;3451668;-76532004
2018;Noviembre;Venezuela;31;16;;47;POINT;3866713;-67927521
2018;Noviembre;Venezuela;1;0;;1;POINT;445285;-75766353
2018;Noviembre;Venezuela;7314;7513;;14827;POINT;4697157;-74140516
2018;Noviembre;Venezuela;8;14;;22;POINT;4815189;-75736374
2018;Noviembre;Venezuela;911;927;;1838;POINT;6170465;-7542726
2018;Noviembre;Venezuela;63;48;;111;POINT;6185536;-67484028
2018;Noviembre;Venezuela;1078;1011;;2089;POINT;7088729;-70740253
2018;Noviembre;Venezuela;19;26;;45;POINT;7128047;-73181317
2018;Noviembre;Venezuela;24218;19495;;43713;POINT;7819;-72453013
2018;Noviembre;Venezuela;1;6;;7;POINT;7927233;-72508188
2018;Noviembre;Venezuela;3083;2265;;5348;POINT;836068;-72409396
2018;Diciembre;Venezuela;7;8;;15;POINT;-4191162;-69941498
2018;Diciembre;Venezuela;6;5;;11;POINT;-4214082;-69941431
2018;Diciembre;Venezuela;0;1;;1;POINT;0.185957;-7478366
2018;Diciembre;Venezuela;135;143;;278;POINT;0.33002;-76876446
2018;Diciembre;Venezuela;7788;9551;;17339;POINT;0.81488;-77356
2018;Diciembre;Venezuela;2;1;;3;POINT;1800143;-78802679
2018;Diciembre;Venezuela;27;30;;57;POINT;10406342;-75527794
2018;Diciembre;Venezuela;259;252;;511;POINT;10446304;-75516486
2018;Diciembre;Venezuela;198;277;;475;POINT;10886686;-74776479
2018;Diciembre;Venezuela;1;1;;2;POINT;10970933;-74765343
2018;Diciembre;Venezuela;4;14;;18;POINT;11117206;-74232675
2018;Diciembre;Venezuela;1;0;;1;POINT;11247723;-74213989
2018;Diciembre;Venezuela;7.02;5683;;12703;POINT;11360029;-72129595
2018;Diciembre;Venezuela;5;4;;9;POINT;125862;-81702165
2018;Diciembre;Venezuela;338;336;;674;POINT;3451668;-76532004
2018;Diciembre;Venezuela;23;13;;36;POINT;3866713;-67927521
2018;Diciembre;Venezuela;4;2;;6;POINT;445285;-75766353
2018;Diciembre;Venezuela;9164;9008;;18172;POINT;4697157;-74140516
2018;Diciembre;Venezuela;9;24;;33;POINT;4815189;-75736374
2018;Diciembre;Venezuela;1224;1157;;2381;POINT;6170465;-7542726
2018;Diciembre;Venezuela;73;56;;129;POINT;6185536;-67484028
2018;Diciembre;Venezuela;1083;977;;2.06;POINT;7088729;-70740253
2018;Diciembre;Venezuela;17;39;;56;POINT;7128047;-73181317
2018;Diciembre;Venezuela;26412;19223;;45635;POINT;7819;-72453013
2018;Diciembre;Venezuela;2;19;;21;POINT;7927233;-72508188
2018;Diciembre;Venezuela;3622;2408;;6.03;POINT;836068;-72409396
2018;Diciembre;Venezuela;0;1;;1;POINT;863337;-7735002
2019;Enero;Venezuela;9;4;;13;POINT;-4191162;-69941498
2019;Enero;Venezuela;1;2;;3;POINT;-4214082;-69941431
2019;Enero;Venezuela;103;83;;186;POINT;0.33002;-76876446
2019;Enero;Venezuela;3;4;;7;POINT;0.812436;-77847006
2019;Enero;Venezuela;4952;4762;;9714;POINT;0.81488;-77356
2019;Enero;Venezuela;5;2;;7;POINT;1800143;-78802679
2019;Enero;Venezuela;32;48;;80;POINT;10406342;-75527794
2019;Enero;Venezuela;189;205;;394;POINT;10446304;-75516486
2019;Enero;Venezuela;171;219;;390;POINT;10886686;-74776479
2019;Enero;Venezuela;0;1;;1;POINT;10970933;-74765343
2019;Enero;Venezuela;9;7;;16;POINT;11117206;-74232675
2019;Enero;Venezuela;5527;5326;;10853;POINT;11360029;-72129595
2019;Enero;Venezuela;0;2;;2;POINT;12165168;-71983761
2019;Enero;Venezuela;7;2;;9;POINT;125862;-81702165
2019;Enero;Venezuela;299;348;;647;POINT;3451668;-76532004
2019;Enero;Venezuela;25;30;;55;POINT;3866713;-67927521
2019;Enero;Venezuela;3;2;;5;POINT;445285;-75766353
2019;Enero;Venezuela;8371;7406;;15777;POINT;4697157;-74140516
2019;Enero;Venezuela;24;23;;47;POINT;4815189;-75736374
2019;Enero;Venezuela;874;870;;1744;POINT;6170465;-7542726
2019;Enero;Venezuela;49;31;;80;POINT;6185536;-67484028
2019;Enero;Venezuela;1;7;;8;POINT;6218835;-75586989
2019;Enero;Venezuela;1159;1108;;2267;POINT;7088729;-70740253
2019;Enero;Venezuela;18;21;;39;POINT;7128047;-73181317
2019;Enero;Venezuela;23014;21954;;44968;POINT;7819;-72453013
2019;Enero;Venezuela;2;9;;11;POINT;7927233;-72508188
2019;Enero;Venezuela;2331;2061;;4392;POINT;836068;-72409396
2019;Enero;Venezuela;0;1;;1;POINT;9402597;-75681642
2019;Febrero;Venezuela;2;6;;8;POINT;-4191162;-69941498
2019;Febrero;Venezuela;2;1;;3;POINT;-4214082;-69941431
2019;Febrero;Venezuela;0;1;;1;POINT;0.185957;-7478366
2019;Febrero;Venezuela;49;67;;116;POINT;0.33002;-76876446
2019;Febrero;Venezuela;3526;3604;;7.13;POINT;0.81488;-77356
2019;Febrero;Venezuela;1;0;;1;POINT;1800143;-78802679
2019;Febrero;Venezuela;22;19;;41;POINT;10406342;-75527794
2019;Febrero;Venezuela;246;289;;535;POINT;10446304;-75516486
2019;Febrero;Venezuela;119;158;;277;POINT;10886686;-74776479
2019;Febrero;Venezuela;0;1;;1;POINT;10970933;-74765343
2019;Febrero;Venezuela;3;8;;11;POINT;11117206;-74232675
2019;Febrero;Venezuela;4402;4.16;;8562;POINT;11360029;-72129595
2019;Febrero;Venezuela;0;1;;1;POINT;12165168;-71983761
2019;Febrero;Venezuela;5;2;;7;POINT;125862;-81702165
2019;Febrero;Venezuela;238;275;;513;POINT;3451668;-76532004
2019;Febrero;Venezuela;23;17;;40;POINT;3866713;-67927521
2019;Febrero;Venezuela;6;5983;;11983;POINT;4697157;-74140516
2019;Febrero;Venezuela;19;15;;34;POINT;4815189;-75736374
2019;Febrero;Venezuela;781;790;;1571;POINT;6170465;-7542726
2019;Febrero;Venezuela;39;30;;69;POINT;6185536;-67484028
2019;Febrero;Venezuela;662;603;;1265;POINT;7088729;-70740253
2019;Febrero;Venezuela;12;12;;24;POINT;7128047;-73181317
2019;Febrero;Venezuela;20665;17554;;38219;POINT;7819;-72453013
2019;Febrero;Venezuela;18;40;;58;POINT;7927233;-72508188
2019;Febrero;Venezuela;1636;1283;;2919;POINT;836068;-72409396
2019;Marzo;Venezuela;2;2;;4;POINT;-4191162;-69941498
2019;Marzo;Venezuela;4;4;;8;POINT;-4214082;-69941431
2019;Marzo;Venezuela;58;64;;122;POINT;0.33002;-76876446
2019;Marzo;Venezuela;1;1;;2;POINT;0.812436;-77847006
2019;Marzo;Venezuela;3262;3451;;6713;POINT;0.81488;-77356
2019;Marzo;Venezuela;0;16;;16;POINT;1800143;-78802679
2019;Marzo;Venezuela;19;35;;54;POINT;10406342;-75527794
2019;Marzo;Venezuela;251;336;;587;POINT;10446304;-75516486
2019;Marzo;Venezuela;250;388;;638;POINT;10886686;-74776479
2019;Marzo;Venezuela;0;7;;7;POINT;10970933;-74765343
2019;Marzo;Venezuela;40;95;;135;POINT;11117206;-74232675
2019;Marzo;Venezuela;0;6;;6;POINT;11247723;-74213989
2019;Marzo;Venezuela;6165;5155;;11.32;POINT;11360029;-72129595
2019;Marzo;Venezuela;0;2;;2;POINT;12165168;-71983761
2019;Marzo;Venezuela;5;7;;12;POINT;125862;-81702165
2019;Marzo;Venezuela;217;250;;467;POINT;3451668;-76532004
2019;Marzo;Venezuela;6;7;;13;POINT;3866713;-67927521
2019;Marzo;Venezuela;1;2;;3;POINT;445285;-75766353
2019;Marzo;Venezuela;7513;7329;;14842;POINT;4697157;-74140516
2019;Marzo;Venezuela;6;17;;23;POINT;4815189;-75736374
2019;Marzo;Venezuela;934;1173;;2107;POINT;6170465;-7542726
2019;Marzo;Venezuela;27;31;;58;POINT;6185536;-67484028
2019;Marzo;Venezuela;2;1;;3;POINT;6218835;-75586989
2019;Marzo;Venezuela;349;311;;660;POINT;7088729;-70740253
2019;Marzo;Venezuela;13;15;;28;POINT;7128047;-73181317
2019;Marzo;Venezuela;19031;16212;;35243;POINT;7819;-72453013
2019;Marzo;Venezuela;12;42;;54;POINT;7927233;-72508188
2019;Marzo;Venezuela;1152;955;;2107;POINT;836068;-72409396
2019;Abril;Venezuela;3;4;;7;POINT;-4191162;-69941498
2019;Abril;Venezuela;5;8;;13;POINT;-4214082;-69941431
2019;Abril;Venezuela;0;2;;2;POINT;0.185957;-7478366
2019;Abril;Venezuela;131;118;;249;POINT;0.33002;-76876446
2019;Abril;Venezuela;3.33;3554;;6884;POINT;0.81488;-77356
2019;Abril;Venezuela;4;9;;13;POINT;1800143;-78802679
2019;Abril;Venezuela;22;17;;39;POINT;10406342;-75527794
2019;Abril;Venezuela;10;36;;46;POINT;10433609;-73247863
2019;Abril;Venezuela;205;271;;476;POINT;10446304;-75516486
2019;Abril;Venezuela;270;329;;599;POINT;10886686;-74776479
2019;Abril;Venezuela;0;5;;5;POINT;10970933;-74765343
2019;Abril;Venezuela;23;63;;86;POINT;11117206;-74232675
2019;Abril;Venezuela;9801;8584;;18385;POINT;11360029;-72129595
2019;Abril;Venezuela;0;1;;1;POINT;12165168;-71983761
2019;Abril;Venezuela;0;1;;1;POINT;125744111;-81703935
2019;Abril;Venezuela;4;3;;7;POINT;125862;-81702165
2019;Abril;Venezuela;243;225;;468;POINT;3451668;-76532004
2019;Abril;Venezuela;21;10;;31;POINT;3866713;-67927521
2019;Abril;Venezuela;1;0;;1;POINT;445285;-75766353
2019;Abril;Venezuela;7563;7.51;;15073;POINT;4697157;-74140516
2019;Abril;Venezuela;7;14;;21;POINT;4815189;-75736374
2019;Abril;Venezuela;1009;951;;1.96;POINT;6170465;-7542726
2019;Abril;Venezuela;43;37;;80;POINT;6185536;-67484028
2019;Abril;Venezuela;517;465;;982;POINT;7088729;-70740253
2019;Abril;Venezuela;13;4;;17;POINT;7128047;-73181317
2019;Abril;Venezuela;27906;24989;;52895;POINT;7819;-72453013
2019;Abril;Venezuela;15;30;;45;POINT;7927233;-72508188
2019;Abril;Venezuela;1239;1001;;2.24;POINT;836068;-72409396
2019;Mayo;Venezuela;4;7;;11;POINT;-4191162;-69941498
2019;Mayo;Venezuela;5;4;;9;POINT;-4214082;-69941431
2019;Mayo;Venezuela;66;78;;144;POINT;0.33002;-76876446
2019;Mayo;Venezuela;3618;3863;;7481;POINT;0.81488;-77356
2019;Mayo;Venezuela;3;18;;21;POINT;1800143;-78802679
2019;Mayo;Venezuela;11;20;;31;POINT;10406342;-75527794
2019;Mayo;Venezuela;229;222;;451;POINT;10446304;-75516486
2019;Mayo;Venezuela;249;328;;577;POINT;10886686;-74776479
2019;Mayo;Venezuela;12;44;;56;POINT;11117206;-74232675
2019;Mayo;Venezuela;0;2;;2;POINT;11247723;-74213989
2019;Mayo;Venezuela;8727;7879;;16606;POINT;11360029;-72129595
2019;Mayo;Venezuela;0;1;;1;POINT;1152863;-72919186
2019;Mayo;Venezuela;2;3;;5;POINT;125862;-81702165
2019;Mayo;Venezuela;0;1;;1;POINT;133387613;-81372937
2019;Mayo;Venezuela;213;234;;447;POINT;3451668;-76532004
2019;Mayo;Venezuela;43;21;;64;POINT;3866713;-67927521
2019;Mayo;Venezuela;3;1;;4;POINT;445285;-75766353
2019;Mayo;Venezuela;8546;8266;;16812;POINT;4697157;-74140516
2019;Mayo;Venezuela;9;20;;29;POINT;4815189;-75736374
2019;Mayo;Venezuela;1529;1685;;3214;POINT;6170465;-7542726
2019;Mayo;Venezuela;39;55;;94;POINT;6185536;-67484028
2019;Mayo;Venezuela;471;434;;905;POINT;7088729;-70740253
2019;Mayo;Venezuela;9;7;;16;POINT;7128047;-73181317
2019;Mayo;Venezuela;29767;28185;;57952;POINT;7819;-72453013
2019;Mayo;Venezuela;8;18;;26;POINT;7927233;-72508188
2019;Mayo;Venezuela;1251;1066;;2317;POINT;836068;-72409396
2019;Junio;Venezuela;4;3;;7;POINT;-4191162;-69941498
2019;Junio;Venezuela;6;3;;9;POINT;-4214082;-69941431
2019;Junio;Venezuela;81;73;;154;POINT;0.33002;-76876446
2019;Junio;Venezuela;3555;3698;;7253;POINT;0.81488;-77356
2019;Junio;Venezuela;2;20;;22;POINT;1800143;-78802679
2019;Junio;Venezuela;17;42;;59;POINT;10406342;-75527794
2019;Junio;Venezuela;199;219;;418;POINT;10446304;-75516486
2019;Junio;Venezuela;291;405;;696;POINT;10886686;-74776479
2019;Junio;Venezuela;16;27;;43;POINT;11117206;-74232675
2019;Junio;Venezuela;7884;7359;;15243;POINT;11360029;-72129595
2019;Junio;Venezuela;0;2;;2;POINT;1152863;-72919186
2019;Junio;Venezuela;3;2;;5;POINT;125862;-81702165
2019;Junio;Venezuela;206;224;;430;POINT;3451668;-76532004
2019;Junio;Venezuela;21;19;;40;POINT;3866713;-67927521
2019;Junio;Venezuela;2;2;;4;POINT;445285;-75766353
2019;Junio;Venezuela;7.9;7827;;15727;POINT;4697157;-74140516
2019;Junio;Venezuela;7;20;;27;POINT;4815189;-75736374
2019;Junio;Venezuela;1515;1474;;2989;POINT;6170465;-7542726
2019;Junio;Venezuela;38;28;;66;POINT;6185536;-67484028
2019;Junio;Venezuela;700;690;;1.39;POINT;7088729;-70740253
2019;Junio;Venezuela;9;13;;22;POINT;7128047;-73181317
2019;Junio;Venezuela;29976;26826;;56802;POINT;7819;-72453013
2019;Junio;Venezuela;12;28;;40;POINT;7927233;-72508188
2019;Junio;Venezuela;1904;1597;;3501;POINT;836068;-72409396
2019;Junio;Venezuela;1;0;;1;POINT;863337;-7735002
